year,month,day,title,director,cast,genre,href,budget,box_office,gender_1,gender_2,gender_3,gender_4,gender_5,gender_director
2012,6,21,Hanya Aku Cinta Kau Seorang,Ahmad Rusli Mohamed Khadri,"Aeril Zafrel, Nuremynadia Ramli, Fezrul Khan, Mon Ryanti, Liza Abdullah",Romance,,1418104,1106734,Female,Male,Male,Female,Female,Male
2012,6,21,Mael Lambong,Ahmad Idham,"Zizan Razak, Juliana Evans, Taiyuddin Bakar, Shenthy Feliziana",Action,,4967758,9272866,Female,Female,Male,,Female,Female
2012,6,28,Baik Giler!!,Mansor Akob,"Zizan Razak, Awie, Farawahida, Justin Choo, Esma Daniel, Sharifah Shahirah, Abon, Kenchana Dewi",Comedy,,7524369,5484613,Male,Female,Male,Male,,Male
2012,6,28,"Aku, Kau dan Dia",Pierre Andre,"Remy Ishak, Sharifah Zarinatasha, Pekin Ibrahim, Marisa Yasmin, Harun Salim Bachik, Pierre Andre",Drama / Romance,,7166387,5492635,Female,Female,Male,Female,Female,Female
2012,7,5,8 Jam,Ahmad Idham,"Shaheizy Sam, Yana Samsudin, Fimie Don, Erynne Erynna, Lydiawati, Eizlan Yusof, Aziz Singah",Action / Drama,,3165296,3047883,Male,Female,Female,,Male,Male
2012,7,12,Momok Jangan Cari Pasal!,M. Jamil,"M. Jamil, Sheril Aida, Wan Raja, Myza Aryqa, P. Prem Anand Pillai, Ruminah Sidek",Comedy / Thriller / Musical,,6960753,6185274,Female,Female,Female,,Male,Male
2012,7,26,Karma Reborn,M. Subash Abdullah,"Susan Leong, Rabbit Chen, Eric Chen, Mak Jah, Alice Yap",Thriller / Horror / Suspense,,2701179,6231759,Female,Male,Female,Female,Female,Male
2012,8,9,Hantu Gangster,Namewee,"Namewee, Farid Kamil, Diana Danielle",Comedy / Horror,,1811587,943863,Male,Female,Male,Male,Female,Female
2012,8,19,SAM,Syafiq Yusof,"Shaheizy Sam, Lisa Surihani, Syamsul Yusof, Neelofa, Azad Jasmin",Thriller / Romance,,7416097,4054987,Female,Male,Female,Female,Female,Male
2012,8,19,Seram Sejuk,Azhari Mohd Zain,"Angah Raja Lawak, Zul Handyblack, Wawa Zainal, Eddy Afro, Fyza Kadir",Comedy / Horror,,6315226,3613425,Female,Female,Male,Male,Female,Male
2012,8,30,Leftwings,Faisal Chal Ahmad,"Aweera, Zouladeq, Wan Zaimie, Paly Rockstars, Ebi Kornelis, Shiqin Kamal",Musical,,6415483,100349,Female,Female,Male,Female,Male,Female
2012,8,30,29 Februari,Edry Abdul Halim,"Remy Ishak, Jojo Goh, Izzue Islam",Drama,,9164201,6497625,Male,Male,Male,Male,,Female
2012,9,6,Salam Cinta,Azhari Mohd Zain,"Kamal Adli, Diana Amir, Razak Ahmad",Romance,,4699359,7690385,Female,Female,Male,Male,Female,Male
2012,9,6,Hantu Air,Murali Abdullah,"Saiful Apek, Hairi Safwan, Nisha Dir",Comedy / Horror,,7377547,5524360,Male,Male,Female,Female,,Male
2012,9,13,Halim Munan,Hashim Rejab,"Fizo Omar, Zul Handyblack, Intan Ladyana",Comedy / Horror,,7427902,8887390,Male,Female,Female,Female,,Female
2012,9,13,Kepong Gangster,Teng Bee,"Melvin Sia, Henley Hii, Hero Tai, Rayz Lim, Billy Ng",Action / Crime,,9571026,7674875,Male,Female,Female,Male,Female,Male
2012,9,20,Untuk Tiga Hari,Afdlin Shauki,"Afdlin Shauki, Rashidi Ishak, Vanida Imran, Ayu Raudhah",Drama / Romance,,5867768,6515352,Female,Female,Female,Female,,Female
2012,9,20,Aji Noh Motor,Mohd Razif Rashid,"Alex Yanz, Zalif Sidek, Wawa Zainal, Epy Raja Lawak",Comedy,,680648,4993926,Male,Male,Female,Female,Male,Male
2012,9,27,Hantu Kapcai,Ghaz Abu Bakar,"Zizan Razak, Fizz Fairuz, Remy Ishak, Hairul Azreen, Izzue Islam, Neelofa",Comedy / Horror,,2578980,6162982,Female,Male,Female,Female,Female,Female
2012,9,27,Sofazr The Movie: Jiwa Kacau,"Tauke Raja Lawak, Isma AF7","Wan Shahbaharin Niktah, Wan Shah Baharom Niktah, Ahmad Fairouz Mohamad, Amir Mahiyidin, Zarimi Zahari, Rodie Jamun, Angah Raja Lawak, Along Raja Lawak, Azrul Raja Lawak, Tauke Raja Lawak, Jep Sepah, Mamat Sepah, Saiful Apek, Hamid Gurkha, Yassin",Comedy / Horror,,9114505,6172853,Female,Female,Female,Male,Female,Male
2012,10,4,Taikun,Ismail Bob Hasim,"Angah Raja Lawak, Along Raja Lawak, Alex Yanz, Zul Suphian, Adey Syafrien",Action / Comedy,,1386357,676735,Male,Male,Male,,Female,Male
2012,10,4,Ngorat,Abdul Razak Mohaideen,"Iedil Putra, Aaron Aziz, Erra Fazira",Comedy / Romance,,8112424,81523,Female,Male,Male,Female,Male,Female
2012,10,11,Aku Terima Nikahnya,Eyra Rahman,"Ady Putra, Nora Danish",Romance,,9203446,9718566,Male,Female,Male,Female,Female,Male
2012,10,11,Cinta Beruang,Ramanarayanan,"Nabil Ahmad, Jue Aziz, Tauke Raja Lawak, Ropie Cecupak, Sathiya",Comedy,,3704992,5780030,Male,Female,Male,Male,Female,Male
2012,10,18,PE3,Farid Kamil,"Farid Kamil, Kamal Adli, Diana Amir",Action / Comedy,,8905771,8417341,Female,Male,Female,Female,Male,Male
2012,10,18,Vajram,M. Subash Abdullah,"M. Suurya, Yasmin Khanif, Mislina Mustaffa, Mariani",Romance,,1456662,487328,Male,Female,Male,Female,Female,Male
2012,10,25,Apa Celop Toqq...,Ahmad Idham,"Hazama Azmi, Taiyuddin Bakar, Intan Ladyana, Shenthy Feliziana, Azad Jasmin",Comedy / Romance,,3534208,5323196,Male,Male,Male,Female,Male,Male
2012,11,1,Budak Pailang,Hashim Rejab,"Aeril Zafrel, Wawa Zainal, Niezam Zaidi, Zalif Sidek, Epy Raja Lawak",Action,,3110369,5796646,Female,Female,Female,Male,,Female
2012,11,1,Zaiton: Ceritaku,Esma Daniel,Nadia Aqilah,Drama,,5039368,6319750,Male,Female,Female,,Female,Female
2012,11,8,Aji Boy,Ismail Bob Hasim,"Rykarl Iskandar, Zalif Sidek, Epy Raja Lawak, Angah Raja Lawak, Adibah Yunus",Comedy,,8176414,5303376,Male,Male,Male,Male,Female,Female
2012,11,8,"Istanbul, Aku Datang",Bernard Chauly,"Lisa Surihani, Beto Kusyairy, Tomok, Aizat Amdan",Comedy / Romance,,4877819,1901315,Male,Female,Male,Male,,Female
2012,11,15,War of the Worlds: Goliath,Joe Pearson,"Tony Eusoff, Jim Byrnes, Joey D'Auria, Matt Letscher, Adam Baldwin, Adrian Paul, Elizabeth Gracen, Mark Sheppard, Rob Middleton, Peter Wingfield",Action / Science Fiction / Animation,,7739671,9506357,Female,Female,Male,Male,Female,Female
2012,11,22,Pontianak vs Orang Minyak,Afdlin Shauki,"Nabil Ahmad, Johan Raja Lawak, Afdlin Shauki, Khir Rahman, Lana Nordin, Adibah Noor",Comedy,,5362858,3984415,Male,Male,Female,Female,Male,Female
2012,11,29,Sepah The Movie,MP Roslin Md Sharif,"Jep Sepah, Shuib Sepah, Mamat Sepah, Anzalna Nasir, Jehan Miskin",Comedy / Romance,,7278824,2749371,Male,Male,Male,Male,Female,Male
2012,11,29,Lagenda Budak Setan II: Katerina,Sharad Sharan,"Farid Kamil, Maya Karin, Bront Palarae",Drama / Romance,,3283550,2667438,Male,Female,Female,Male,,Female
2012,12,6,Strawberi Cinta,Ahmad Rusli Mohamed Khadri,"Pierre Andre, Yana Samsudin, Diana Amir",Romance,,8523165,923928,Male,Female,Male,Female,Male,Male
2012,12,6,Adutha Khattam,Muralikrishnan Munian,"Devendran Arunasalam, Gantiban Ben, Malar Meni Perumal, Aghonderan Sahadevan, Sasitharan Rajoo",Thriller / Horror,,4880454,8314789,Male,Female,Male,Male,Male,Male
2012,12,13,The Golden Couple,Ah Niu,"Mike He, Fiona Xie, Steve Yap",Comedy / Romance,,5678154,9825097,Male,Male,Female,,Male,Female
2012,12,20,Adik Manja Returns,Dharma Harun Al Rashid,"Dharma Harun Al Rashid, Faezah Elai, Juliana Evans, Rozita Che Wan, Jihan Raja Lawak",Comedy,,911285,3197607,Male,Male,Male,Male,,Female
2012,12,20,The Collector,James Lee,"Chew Kin Wah, Kwai Yuen, Jack Lim, Sunny Pang, Ramana Mohan, Nigel Kok, Yeo Yann Yann, Patrick Teoh",Action / Comedy,,5147642,1911449,Female,Female,Male,Female,,Male
2012,12,27,Kahwin 5,Nizam Zakaria,"Shy8, Dian P. Ramlee, Adrea Abdullah, Norish Karman, Fizz Fairuz, Sofi Jikan, Anzalna Nasir, Marsha Milan Londoh",Comedy / Romance,,5991773,6079320,Female,Male,Female,,Female,Female
2012,12,27,Prince of the City,Roslan Hussin,"Julian Cheah, Michael Madsen, Aaron Aziz, Jehan Miskin",Action,,3738941,7877884,Male,Male,Male,Male,Male,Female
2013,1,3,Minyak Dagu,Azhari Mohd Zain,"Fezrul Khan, Yana Samsudin, Fizo Omar",Horror,,2227942,74142,Male,Female,Male,Female,,Female
2013,1,17,Paper Moon,Stanley Law,"Gordon Lam, Chrissie Chau, Tedd Chan",Drama / Romance,,2866996,1343429,Male,Female,Male,Female,Male,Male
2013,1,24,Juvana,Faisal Ishak,"Zahiril Adzim, Johan As'ari, Syazwan Zulkfili, Sharnaaz Ahmad, Syafie Naswip, Adlin Aman Ramli, Shera Aiyob",Action / Drama,,7450623,6627517,Female,Male,Female,Female,Male,Female
2013,1,31,Wawa Semput,Ismail Bob Hasim,"Yana Samsudin, Angah Raja Lawak, Along Cham, Adibah Yunus",Comedy,,588186,2744357,Female,Female,Female,Female,Male,Female
2013,2,7,"Hantu Kak Limah 2: Husin, Mon & Jin Pakai Toncit",Mamat Khalid,"Awie, Usop Wilcha, Delimawati, Avaa Vanja, Zami Ismail, Man Kadir, Rashidi Ishak",Comedy / Horror,,7098141,4519018,Female,Female,Female,Male,Female,Female
2013,2,7,The Wedding Diary 2,Adrian Teh,"Ah Niu, Elanne Kwong, Kara Hui, Jack Choo",Comedy / Romance,,558082,6451575,Female,Female,Male,Female,Female,Female
2013,2,7,Once Upon a Time,Silver Yee,"Jack Lim, Gan Mei Yan, Vivian Tok, Jeff Chin, Royce Tan",Comedy,,6994210,7921286,Male,Male,Male,Female,Male,Male
2013,2,14,Kerat 14,Arjin Uppal,"Aaron Aziz, Siti Saleha, Fouziah Ghous",Action / Mystery / Suspense,,7463103,6621660,Female,Female,Male,,,Male
2013,2,21,Gangster Celop,Ahmad Idham,"Syamsul Yusof, Kamal Adli, Hanis Zalikha, Yus Raja Lawak",Action / Crime,,5362579,5186003,Female,Male,Female,,Female,Female
2013,2,21,Pada Suatu Cinta Dahulu,Hashim Rejab,"Intan Ladyana, Niezam Zaidi, Wawa Zainal, Zalif Sidek, Aren Yunus",Comedy / Romance,,3798007,9371219,Male,Female,Male,Female,,Female
2013,2,28,Rock Oo!: Rimba Bara Kembali,Mamat Khalid,"Que Haidar, Khir Rahman, Sofi Jikan, Pekin Ibrahim, Azmi Black",Drama / Musical,,9927064,6696910,Female,Female,Female,Female,,Male
2013,3,7,Cerita Kita,Pierre Andre,"Yana Samsudin, Pekin Ibrahim, Fezrul Khan",Romance,,3472847,6016793,Male,Male,Male,Male,,Female
2013,3,7,Lawak Ke Der 2,Hans Isaac,"Zizan Razak, Johan Raja Lawak, Afdlin Shauki, Harun Salim Bachik, Harith Iskander, Nabil Ahmad",Comedy,,9741137,8643105,Male,Male,Male,Male,Male,Male
2013,3,14,Awan Dania The Movie,Rashid Sibir,"Scha Alyahya, Elly Mazlein, Rusdi Ramli, Jehan Miskin",Comedy / Romance,,833759,3859677,Male,Male,Female,Female,,Female
2013,3,14,Ops Kossa Dappa 3,K. Annan Joseph,"Loganathan, Sasi Kumar, Jasmine Micheal, Buveni Ann Mayan, Nilasha, Amber Chia, Priyanka Kothari, Kadhal Dhandabani",Action / Science-Fiction,,2555779,556184,Male,Female,Female,Female,,Male
2013,3,21,Bola Kampung The Movie,Wong Kuan Loong,"Ezlynn, Afdlin Shauki, Harris Alif, Aznil Nawawi, Adila Shakir, Baki Zainal, Marsha Milan Londoh",Adventure / Animation,,6628722,1010567,Male,Male,Female,Female,,Male
2013,3,21,Gila-Gila Remaja 2,V Nagaraj,"Hairul Azreen, Faralyna Idris, Fizz Fairuz, Taiyuddin Bakar",Action / Comedy,,4696361,2491245,Male,Male,Female,Female,,Male
2013,3,28,Sembunyi: Amukan Azazil,Kabir Bhatia,"Diana Danielle, Remy Ishak, Umie Aida, Sharnaaz Ahmad, Fizo Omar",Fantasy / Horror,,5346015,4797263,Female,Female,Female,Male,,Male
2013,4,4,2 Kalimah,Eyra Rahman,"Shaheizy Sam, Nora Danish, Yana Samsudin, Wan Hanafi Su",Romance,,5074365,9616484,Male,Male,Female,Female,,Female
2013,4,11,Langgar,Syed Hussein Syed Mustafa,"Ady Putra, Hans Isaac, Namron, Khir Rahman, Natasha Hudson, Zul Huzaimy, Nadia Heng, Bell Ngasri",Action,,6256966,7322929,Female,Female,Male,Female,,Female
2013,4,18,Kecoh! Hantu Raya Tok Chai,Opie Zami,"Saiful Apek, Intan Ladyana, Sathiya, Azrul Cham, Amir Raja Lawak, Sobri Anuar, Kuswadinata",Comedy / Horror,,7236794,8869480,Female,Male,Female,Male,Male,Male
2013,4,25,Mencari Cinta,Shirin Khuzaimi,"Rusdi Ramli, Nora Danish, Riezman Khuzaimi, Connie Ahmad",Romance,,9986082,5665660,Female,Female,Female,Female,Male,Female
2013,5,2,Bisikan Syaitan,Faizul A. Rashid,"Fizz Fairuz, Nabila Huda, Wan Sharmila, Azam Pitt",Horror,,1546685,4540508,Female,Male,Male,Male,Male,Male
2013,5,9,Kaliyugha,S. T. Bala,"S. T. Bala, Geethanjali, Sharmini Ramesh",Drama,,391117,8564702,Female,Male,Male,Male,Female,Female
2013,5,9,99 Kali Rindu,Azhari Mohd Zain,"Aeril Zafrel, Wawa Zainal, Adey Syafrien, Fizo Omar, Diana Amir, Siti Aziz",Drama / Romance,,1650065,1452385,Female,Female,Female,Male,,Female
2013,5,16,O.M.K (Oh Mak Kau!),Nurul Ain Nordin,"Shuib Sepahtu, Jep Sepahtu, Nurul Ain Nordin, Syamsul Yusof, Didie Alias, Wan Maimunah, Yassin Yahya",Action / Comedy,,7199892,3364585,Female,Female,Female,Female,Female,Male
2013,5,23,Olli,P. Rameesh,"Pushpa Narayan, Shashi Tharan",Action / Science-Fiction,,2369422,3608562,Female,Male,Female,Male,Male,Male
2013,5,23,Bikers Kental,Helmi Yusof,"Zizan Razak, Awie, Zul Ariffin, Bront Palarae, Amerul Affendi, Sufian Mohamed, Pornwippa Watcharakaroon, Julangtip Sukkasem, Harun Salim Bachik",Comedy,,8785777,8598371,Male,Female,Male,Male,Female,Female
2013,5,30,KIL,Nik Amir Mustapha,"Redza Minhat, Cristina Suzanne Stockstill",Drama / Romance / Mystery,,5555106,8510515,Male,Male,Female,Female,Female,Female
2013,5,30,"Bro, Nampak Motor Gua?",Mohd Razif Rashid,"Along Cham, Along Eyzendy, Mon Ryanti, Mamat Khalid, Shah Rempit, Fadzil Zahari",Action / Comedy,,7782418,7598610,Male,Female,Male,Male,Male,Male
2013,6,6,Lari,Ahmad Idham,"Aaron Aziz, Dira Abu Zahar, Erin Malek, Hazama Azmi",Action,,969244,8327459,Female,Female,Male,Female,Male,Female
2013,6,13,Pecah,Asrull Hisyam,"Tony Eusoff, Sofi Jikan, Izreen Azminda, Fizz Fairuz",Action / Thriller,,1777233,1099941,Male,Female,Male,Female,Female,Female
2013,6,20,Tokak,Sabree Fadzil,"Abon, Joey Daud, Faiz Raja Lawak, Airis Yasmin, Kazar",Comedy / Horror,,9909282,8515770,Female,Male,Male,Female,Female,Male
2013,6,27,1 Lawan Satu,Pierre Andre,"Mikail Andre, Fyza Kadir, Along Eyzendy",Action,,1114470,906736,Female,Male,Female,,,Female
2013,7,18,Olipathivu,Elson Tommas,"Vassan, Sivabaalan, Govind Singh, Sasi Kumar, Xavier Lock-up, Devika Raghavakrishnan, Maney Villanz & Samuel Sam",Action / Thriller,,3976629,2222426,Male,Male,Female,Male,Male,Male
2013,7,25,Misteri Bisikan Pontianak,M. Subash Abdullah,"Ruminah Sidek, Mislina Mustaffa, Zakri, Haqim Omar",Thriller / Mystery,,6699992,2268262,Male,Female,Female,Female,,Female
2013,8,1,Kara King,Namewee,"Namewee, Frankie Gao, Ng Man-Tat",Comedy / Family,,7834800,3044539,Female,Male,Female,Male,Male,Female
2013,8,8,Adnan Sempit 3,Ismail Bob Hasim,"Shaheizy Sam, Intan Ladyana, Along Cham, Yana Samsudin, Angah Raja Lawak",Comedy,,6075908,282772,Female,Female,Male,Female,Male,Female
2013,8,8,Lemak Kampung Santan,Hans Isaac,"Hans Isaac, Neelofa, Harun Salim Bachik, Awie, Khir Rahman, Natasha Hudson",Romance,,5281658,6185826,Female,Female,Female,Female,Male,Male
2013,8,15,Ge Mei Lia,Euho,"William Yap, Mingirl Loh, Edmund Chen, Lynn Lim, Melvin Sia, Joannabelle Li",Comedy,,2606550,5287730,Male,Female,Male,Male,Male,Female
2013,8,22,Paku Pontianak,Ismail Bob Hasim,"Pekin Ibrahim, Hidayah Samsudin, Uqasha Senrose, Adibah Yunus, Along Eyzendy, Sidek Hussain, Ruminah Sidek",Horror,,5049667,8837266,Female,Female,Female,Male,Female,Male
2013,8,29,KL Zombi,Ming Jin,"Zizan Razak, Siti Saleha, Izara Aishah, Iedil Putra, Zain Hamid, Azhan Rani, Faezah Elai, Usop Wilcha",Action / Comedy / Horror,,6963755,1007548,Male,Female,Male,Female,,Male
2013,8,29,Tanda Putera,Shuhaimi Baba,"Rusdi Ramli, Zizan Nin, Faezah Elai, Linda Hashim",Action / Drama / Suspense,,6048678,3644846,Male,Male,Female,,Female,Male
2013,9,5,Dhusrajanam,M. Suurya,"M. Subash Abdullah, Kalpana Sundraju",Sport / Drama,,2473210,9794853,Female,Male,Female,Male,Male,Female
2013,9,5,Psiko: Pencuri Hati,Namron,"Bront Palarae, Sharifah Amani, Sein Ruffedge, Amerul Affendi, Shera Ayob, Julia Ziegler",Action / Drama / Suspense,,1551495,231739,Male,Female,Female,Male,Male,Male
2013,9,12,Lagenda Budak Hostel,Ismail Bob Hasim,"Along Cham, Along Eyzendy, Angah Raja Lawak, Nora Danish, Atikah Suhaimie, Rahim R2, Pekin Ibrahim, Epy Raja Lawak, Mikail Andre",Drama / Romance,,4905687,3350786,Female,Male,Male,Male,Male,Female
2013,9,12,Vikingdom,Yusry Abdul Halim,"Dominic Purcell, Craig Fairbrass, Natassia Malthe, Conan Stevens, Jon Foo",Adventure,,4004233,1057081,Male,Male,Female,Female,,Female
2013,9,19,Maraimugam,Sara.R,"Mogan, Krishnapriya",Comedy,,8212810,1054416,Female,Female,Male,Male,Female,Male
2013,9,19,Dampak,"Andy Mak, Lai Yuk Long","Aaron Aziz, Farid Kamil, Michael Chin, Intan Ladyana, Juliana Evans, Scha Alyahya",Action,,4865105,8419341,Male,Female,Female,,Female,Male
2013,9,26,Bencinta,Eyra Rahman,"Farid Kamil, Nora Danish, Uqasha Senrose, Zalif Sidek, Fezrul Khan, Qi Razali",Romance,,3750634,4305277,Female,Female,Female,Female,Male,Female
2013,10,3,"Ghost Ghost, Ghosts!",M. Subash Abdullah,"Renaise, Jackson, Eric Chen, Lenny Ooi, Susan Leong, Alice Yap",Horror,,265193,9602841,Male,Male,Female,,,Female
2013,10,3,KL Gangster 2,Syamsul Yusof,"Aaron Aziz, Syamsul Yusof, Ady Putra, Zizan Razak, Sofi Jikan, Rosyam Nor",Action,,4645066,6258996,Female,Male,Female,Female,,Female
2013,10,10,Longkai,Hashim Rejab,"Faizal Hussein, Erra Fazira, Eddie, Wawa Zainal, Pierre Andre, Niezam Zaidi, Dira Abu Zahar, Zul Handyblack, Along Eyzendy, Mikail Andre",Action / Romance,,6951369,9183908,Female,Female,Male,Male,Male,Male
2013,10,17,Hello,A. R. Badul,"Tauke Jambu, Angah Raja Lawak, Along Cham, Fizo Omar, Herman Tino, Acong SweetChild",Comedy / Romance,,5981784,6253277,Female,Male,Male,Female,,Female
2013,10,24,Balada Pencinta,Khir Rahman,"Johan As'ari, Siti Saleha, Sein Ruffedge, Iedil Putra, Miera Leyana",Drama / Romance,,8307024,5489379,Male,Male,Male,Male,Male,Male
2013,10,31,Highland Tower,Pierre Andre,"Mikail Andre, Shima Anuar, Adibah Yunus, Eddie",Thriller / Horror,,8370207,8255292,Female,Male,Male,,Male,Male
2013,11,7,Malam.... Penuh Bermisteri,Shasha Omar,"Shasha Omar, Rahim Razali, Azri Iskandar, Bell Ngasri, Acong SweetChild",Thriller / Mystery,,2276406,3479465,Female,Female,Female,,Male,Female
2013,11,14,Aku Pilih Kamu,Eyra Rahman,"Fezrul Khan, Intan Ladyana, Azhan Rani",Drama / Romance,,9782672,2666006,Male,Male,Female,Female,,Female
2013,11,14,Firefly,Michael Chuah,"Henry Thia, Bernard Hiew, Lim Ching Miau, Michael Chuah",Action / Comedy / Superhero,,7376592,6633190,Male,Female,Female,Female,Male,Male
2013,11,21,Kisah Paling Gengster,Brando Lee,"Shaheizy Sam, Epy Raja Lawak, Mikail Andre, Wawa Zainal, Zul Handyblack, Wan Hanafi Su, Fyza Kadir",Action / Drama,,8548526,2226116,Male,Male,Female,Male,Female,Male
2013,11,21,Hantu Tok Mudim,Wan Mohd Hafiz Wan Hussein,"Harun Salim Bachik, Sofi Jikan, Izzue Islam, A. R. Badul, Adrea Abdullah",Comedy / Horror,,1927270,6101411,Male,Female,Male,Female,Female,Female
2013,11,28,Penanggal,Ellie Suriati,"Azri Iskandar, Zul Arifin, Ummi Nazeera, Fasha Sandha",Horror,,7225887,6226506,Female,Male,Female,Female,,Female
2013,11,28,"Ustaz, Mu Tunggu Aku Datang",Pierre Andre,"Shahrol Shiro, Ajak Shiro, Ustaz Azhar Idrus, Along Eyzendy, Mikail Andre, Zalif Sidek",Drama,,4832130,757615,Female,Female,Male,Female,Male,Male
2013,12,5,Ular,Jason Chong,"Lisa Surihani, Yusry Abdul Halim, Izzue Islam",Horror,,4473154,3693412,Female,Male,Female,Male,Male,Male
2013,12,5,Kolumpo,"Sheikh Munasar, Rozi Izma, Bront Palarae","Sharifah Amani, Azad Jasmin, Nell Ng, Ruminah Sidek, Sofi Jikan, Amirul Ariff, Mano Maniam",Drama,,8303943,8781234,Female,Female,Female,,,Male
2013,12,12,Paku,P. Rameesh,"Aishah Ilias, Johan As'ari, Azad Jasmin, Diana Johor, Kamal Adli, Zaidi Omar",Horror,,9960147,1295971,Male,Female,Male,Male,Female,Male
2013,12,12,Papadom 2,Afdlin Shauki,"Afdlin Shauki, Liyana Jasmay, Noorkhiriah, Vanida Imran, Khir Rahman, Riezman Khuzaimi, Scha Alyahya, Chelsia Ng, Hans Isaac, Pete Teo",Comedy,,3455319,4593327,Male,Female,Female,,,Female
2013,12,19,Laki-Laki,Ahmad Rusli Mohamed Khadri,"Angah Raja Lawak, Zul Handyblack, Adey Syafrien, Mie Raja Lawak, Azrel Ismail",Comedy,,2865965,903563,Female,Male,Female,Female,,Male
2013,12,19,Cinderella,Ahmad Idham,"Fizo Omar, Nelydia Senrose, Kamal Adli, Fauziah Nawi, Azizah Mahzan, Azlan Komeng, Jalaluddin Hassan",Romance,,2811038,682116,Female,Female,Female,Female,,Male
2013,12,26,Chikaro,Nizam Zakaria,"Izzue Islam, Adleena Nordin, Liyana Jasmay, Tasha Shilla, Izara Aishah",Comedy,,1592347,44488,Male,Female,Male,Male,Female,Female
2013,12,26,Tokan,Ghaz Abu Bakar,"Johan As'ari, Zizan Razak, Pekin Ibrahim, Sofi Jikan, Wan Hanafi Su, Liyana Jasmay, Wanna Ali",Action / Comedy,,8131894,3326934,Male,Male,Female,Female,Female,Female
2014,1,2,Vetti Pasanga,Vimala Perumal,"Denes Kumar, Sangeeta Krishnasamy, Magendran Raman, David Anthony, Alvin Martin, Shastan Kurup",Comedy / Drama,,7526497,3174632,Male,Female,Female,Female,Male,Female
2014,1,2,Rumah Sewa RM50,M. Jamil,"M. Jamil, Amirulshah Rozali, Raji Simran, Mayumi Kasuga, Yulina, Delimawati",Thriller / Mystery,,6183033,9143134,Male,Female,Male,Female,Male,Female
2014,1,9,The Transcend,"Mindee Ong, Teddy Chin, Ryon Lee, James Wong, Cheng Kam Cheong","Mindee Ong Le Le, Teddy Chin",Horror / Romance,,4358044,3192669,Male,Male,Male,Female,Female,Male
2014,1,9,Balistik,Silver Yee,"Rosyam Nor, Jack Lim, Rita Rudaini, Adi Putra, Rykarl Iskandar, Gan Mei Yan",Action / Thriller / Drama,,960961,8429547,Male,Male,Female,,Male,Female
2014,1,16,Muka Surat Cinta,Pierre Andre,"Mikail Andre, Nina Iskandar, Atikah Suhaimie, Hilal Azman, Lan Zailan",Romance,,2597740,7549941,Female,Female,Female,Male,Male,Male
2014,1,16,Siddhartha,Lee Guohui,"Lui Leung Wai, Jennifer Tse, Law Kar Ying",Drama / Historical,,4547331,7327093,Female,Male,Male,Male,Female,Male
2014,1,23,Laga,Ismail Yaacob,"Syazwan Zulkifli, Eman Manan, Tyash Mirashi, Wan Hanafi Su, Marsha Milan Londoh, Yus Jambu",Thriller / Drama / Crime / Action,,1283547,593982,Male,Male,Female,Female,Male,Female
2014,1,30,The Journey,Chiu Keng Guan,"Ben Andrew Pfeiffer, Lee Sai Peng",Drama / Family,,8225554,1871129,Male,Male,Male,Female,Female,Female
2014,1,30,Jangan Pandang Belakang Boleh?,Ismail Bob Hasim,"Zalif Sidek, Adibah Yunus, Epy Kodiang, Shima Anuar, Ruminah Sidek",Horror / Comedy,,5323446,1289429,Female,Male,Male,Male,Female,Male
2014,2,6,Kami Histeria,Shamyl Othman,"Fazura, Diana Danielle, Izzue Islam, Nad Zainal, Sara Ali, Mila Jirin, Afdlin Shauki",Horror / Comedy / Musical,,7808994,4588767,Female,Male,Female,Female,Female,Female
2014,2,,Huat Ah! Huat Ah! Huat!,Tan Boon Huat,"Aniu, Joyce Cheng",Comedy / Family,,9442769,4696543,Male,Female,Female,Male,Female,Male
2014,2,13,Bullets Over Petaling Street,"Sampson Yuen, Ho Shih Phin","Debbie Goh, Chen Han Wei, Irene Ang, Jeffrey Cheng, Steve Yap",Action / Comedy / Crime,,2024218,8653687,Male,Female,Female,Female,Female,Male
2014,2,20,Sejoli: Misi Cantas Cinta,Osman Ali,"Maya Karin, Bront Palarae, Izara Aishah, Remy Ishak",Comedy / Romance,,3570080,3432347,Female,Female,Female,Male,Male,Male
2014,2,,Pasar Malam,Bryan Gao,"Victor Wong, Henry Thia, Chris Tong, James Wong",Comedy / Drama,,7236169,7099916,Female,Female,Female,Male,Female,Female
2014,2,27,Aku Akan Muncul,Roy Krishnan,"Julia Ziegler, Musly Ramli, Jalaluddin Hassan",Drama / Thriller,,4285873,6429995,Male,Male,Female,Female,Female,Male
2014,2,,The Beggar Hero,Bryan Gao,"Wayne Lai, Henry Thia, Ah Nam, Karen Kong",Action / Comedy,,9909844,7919962,Male,Female,Male,Female,Female,Female
2014,3,6,Vennira Iravuggal,R. Perakas Rajaram,"Vikadakavi, Sangeeta Krishnasamy, Magendran Rahman, Psychomantra @ Krishna Kumar Lechmana, David Anthony, Aruna Raj Devarajoo",Comedy / Romance,,6782882,3171500,Female,Male,Female,Female,Female,Female
2014,3,6,Hantu Bukit Cina,"T.S. Jeffry, Norliza Ismail","Fouziah Gous, Gambit Saifullah, Siti Fazurina, T.S Jeffry",Horror / Comedy,,5279209,6766974,Male,Female,Male,Male,,Female
